datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,windspeed,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,pm25,pm10,o3,no2,so2,pollen_intensity,admission number,risk level
2022-07-29,28.1,18.8,23.0,28.3,18.8,23.0,15.7,65.0,0.0,0,0.0,28.5,1015.6,29.7,10.5,138.5,11.9,5,15.0,17.0,36.0,11.0,0.0,good,0,low risk
2022-07-30,31.7,19.0,25.2,32.0,19.0,25.3,16.8,62.2,0.0,0,0.0,18.5,1014.8,10.9,10.5,284.2,24.6,9,25.0,20.0,29.0,22.0,0.0,good,0,low risk
2022-07-31,34.2,21.6,28.0,33.9,21.6,27.6,14.1,45.4,0.0,0,0.0,21.4,1014.9,4.2,10.3,281.0,24.1,9,47.0,38.0,31.0,25.0,0.0,good,0,low risk
2022-08-01,30.4,19.9,25.6,30.6,19.9,25.7,15.6,55.3,0.0,0,0.0,21.5,1014.6,12.4,11.2,221.5,18.9,9,15.0,0.0,13.0,20.0,1.0,good,1,low risk
2022-08-02,30.5,17.7,22.6,31.0,17.7,22.7,16.8,71.9,0.0,0,0.0,24.5,1014.3,27.5,9.5,171.2,14.9,10,39.0,27.0,6.0,42.0,1.0,good,0,low risk
2022-08-03,28.0,19.0,22.3,28.6,19.0,22.4,16.9,72.7,0.0,0,0.0,25.2,1013.5,43.6,10.5,85.6,7.5,4,25.0,23.0,21.0,23.0,0.0,good,0,low risk
2022-08-04,25.3,19.2,21.1,25.3,19.2,21.1,17.1,78.5,0.0,0,0.0,23.6,1013.9,67.3,11.3,80.8,7.2,3,15.0,0.0,20.0,14.0,0.0,good,2,low risk
2022-08-05,26.8,18.6,21.4,27.4,18.6,21.4,17.0,77.7,0.0,0,0.0,24.1,1015.0,67.0,10.1,101.5,8.9,4,0.0,17.0,40.0,15.0,0.0,good,0,low risk
2022-08-06,24.1,18.1,20.0,24.1,18.1,20.0,16.3,79.6,0.0,0,0.0,25.0,1016.2,55.0,10.2,186.9,16.2,8,17.0,3.0,26.0,5.0,10.0,good,0,low risk
2022-08-07,25.1,17.6,20.8,25.1,17.6,20.8,15.3,72.4,0.0,0,0.0,18.1,1015.5,41.7,10.4,282.5,24.3,8,50.0,18.0,50.0,26.0,0.0,good,1,low risk
2022-08-08,24.9,17.0,20.7,24.9,17.0,20.7,14.5,68.6,0.0,0,0.0,18.5,1015.5,20.0,11.6,263.7,22.7,8,43.0,29.0,35.0,12.0,0.0,good,4,high risk
2022-08-09,26.8,17.5,21.9,27.3,17.5,21.9,16.0,70.8,0.0,0,0.0,21.5,1015.0,12.3,9.8,265.9,22.9,9,19.0,11.0,14.0,10.0,0.0,good,2,low risk
2022-08-10,25.1,17.8,21.4,25.1,17.8,21.4,15.8,72.1,0.0,0,0.0,21.9,1014.0,17.2,10.4,277.0,23.9,8,48.0,32.0,7.0,18.0,0.0,good,0,low risk
2022-08-11,25.3,18.1,20.9,25.3,18.1,20.9,16.2,75.6,0.0,0,0.0,24.9,1014.9,47.6,10.7,203.3,17.7,8,41.0,16.0,22.0,20.0,0.0,good,0,low risk
2022-08-12,28.1,17.8,22.7,28.4,17.8,22.8,16.4,69.7,0.0,0,0.0,21.7,1014.8,25.4,11.2,282.2,24.2,9,0.0,0.0,0.0,0.0,0.0,good,1,low risk
2022-08-13,29.2,18.2,22.5,29.2,18.2,22.5,15.3,66.2,0.0,0,0.0,21.3,1014.0,27.3,10.5,286.6,24.8,9,25.0,13.0,31.0,4.0,0.0,good,0,low risk
2022-08-14,27.7,18.1,22.1,27.4,18.1,22.1,14.6,64.5,0.0,0,0.0,18.6,1014.7,32.9,10.5,279.4,24.0,10,20.0,14.0,45.0,4.0,0.0,good,0,low risk
2022-08-15,29.0,18.7,22.7,28.6,18.7,22.6,14.9,63.5,0.0,0,0.0,20.9,1013.6,26.3,10.5,287.5,24.7,9,24.0,11.0,28.0,5.0,0.0,good,1,low risk
2022-08-16,25.8,18.9,21.6,25.8,18.9,21.6,14.5,65.7,0.001,100,4.17,25.3,1014.2,46.3,10.5,228.5,19.7,9,24.0,14.0,29.0,4.0,0.0,good,0,low risk
2022-08-17,24.3,18.0,20.6,24.3,18.0,20.6,12.5,61.1,0.0,0,0.0,35.5,1016.1,29.8,10.5,251.7,21.6,9,17.0,17.0,35.0,8.0,0.0,good,1,low risk
2022-08-18,31.1,17.5,23.4,29.6,17.5,23.1,11.4,50.6,0.0,0,0.0,21.7,1015.9,3.6,10.5,284.5,24.5,9,17.0,22.0,22.0,17.0,0.0,good,1,low risk
2022-08-19,36.1,21.0,27.9,34.0,21.0,27.0,7.7,29.9,0.0,0,0.0,26.0,1015.6,0.0,10.5,283.0,24.4,9,20.0,0.0,0.0,0.0,0.0,good,1,low risk
2022-08-20,34.7,21.2,27.1,34.0,21.2,27.0,11.2,38.0,0.0,0,0.0,28.5,1016.8,5.1,10.5,261.8,22.6,8,0.0,0.0,0.0,0.0,0.0,good,2,low risk
2022-08-21,30.0,18.9,23.3,28.7,18.9,23.1,11.7,50.2,0.0,0,0.0,25.8,1018.9,17.6,10.5,252.6,21.7,8,0.0,13.0,23.0,4.0,0.0,good,2,low risk
2022-08-22,31.0,19.1,24.2,30.7,19.1,24.1,15.7,62.3,0.0,0,0.0,25.2,1013.9,30.3,10.5,195.0,16.9,8,26.0,17.0,24.0,11.0,0.0,good,1,low risk
2022-08-23,30.6,19.5,24.3,31.3,19.5,24.4,17.0,65.7,0.0,0,0.0,25.2,1011.3,25.7,11.2,221.8,19.2,8,36.0,10.0,17.0,5.0,0.0,good,2,low risk
2022-08-24,25.7,19.0,21.4,25.7,19.0,21.4,17.0,76.5,0.0,0,0.0,26.5,1014.1,49.3,12.0,82.6,7.0,4,16.0,6.0,21.0,5.0,0.0,good,2,low risk
2022-08-25,27.1,19.6,21.8,27.8,19.6,21.8,16.9,74.6,0.0,0,0.0,24.8,1016.6,60.9,12.0,103.7,9.0,4,10.0,13.0,26.0,7.0,0.0,good,3,high risk
2022-08-26,27.9,18.2,21.3,28.1,18.2,21.4,16.5,75.6,0.0,0,0.0,19.5,1013.8,52.7,11.5,108.6,9.2,4,13.0,17.0,32.0,10.0,0.0,good,1,low risk
2022-08-27,25.5,17.0,20.3,25.5,17.0,20.3,15.9,77.6,0.0,0,0.0,14.3,1010.6,40.1,9.9,174.1,15.1,8,20.0,17.0,29.0,12.0,0.0,good,1,low risk
2022-08-28,25.2,16.5,20.3,25.2,16.5,20.3,15.1,74.0,0.0,0,0.0,21.6,1010.7,29.2,10.3,283.1,24.4,9,29.0,14.0,25.0,12.0,1.0,good,1,low risk
2022-08-29,25.3,17.3,20.9,25.3,17.3,20.9,16.5,77.2,0.0,0,0.0,21.5,1014.8,35.1,11.8,247.2,21.1,9,20.0,12.0,29.0,8.0,0.0,good,2,low risk
2022-08-30,27.0,17.2,21.5,27.0,17.2,21.5,15.0,68.8,0.0,0,0.0,18.2,1018.7,25.7,11.5,262.8,22.7,8,20.0,10.0,29.0,7.0,0.0,good,2,low risk
2022-08-31,27.7,17.3,21.7,27.7,17.3,21.7,14.7,66.1,0.0,0,0.0,28.3,1019.7,28.8,12.3,243.8,21.0,9,18.0,6.0,19.0,6.0,0.0,good,2,low risk
2022-09-01,28.9,17.7,22.0,28.6,17.7,21.9,15.3,67.8,0.0,0,0.0,21.8,1017.5,38.5,12.4,240.0,20.7,8,0.0,7.0,23.0,11.0,0.0,good,1,low risk
2022-09-02,27.2,18.2,21.7,27.2,18.2,21.7,15.0,67.4,0.0,0,0.0,18.2,1017.2,47.0,12.4,215.6,18.4,8,49.0,34.0,13.0,32.0,0.0,good,1,low risk
2022-09-03,27.0,17.3,21.3,26.5,17.3,21.3,12.6,60.9,0.0,0,0.0,18.3,1016.7,25.9,10.5,254.5,21.9,8,25.0,19.0,0.0,18.0,0.0,good,3,high risk
2022-09-04,24.6,16.9,20.5,24.6,16.9,20.5,16.4,78.9,0.0,0,0.0,22.7,1018.6,35.3,10.4,252.8,21.8,8,0.0,0.0,33.0,10.0,0.0,good,2,low risk
2022-09-05,25.6,18.7,21.6,25.6,18.7,21.6,18.4,83.3,0.0,0,0.0,28.4,1020.6,49.5,12.3,242.8,20.9,8,42.0,24.0,36.0,15.0,0.0,good,2,low risk
2022-09-06,26.8,18.7,22.1,26.7,18.7,22.1,16.0,72.2,1.978,100,4.17,17.9,1020.7,44.4,11.8,252.1,21.9,8,13.0,13.0,30.0,4.0,0.0,good,0,low risk
2022-09-07,26.5,18.3,21.4,26.5,18.3,21.4,16.0,72.7,0.0,0,0.0,21.1,1018.8,51.3,11.5,202.5,17.7,8,40.0,14.0,47.0,6.0,0.0,good,3,high risk
2022-09-08,26.1,20.2,22.5,26.1,20.2,22.5,19.6,84.2,0.0,0,0.0,24.7,1018.2,84.2,10.4,123.8,10.9,6,54.0,29.0,27.0,13.0,0.0,good,2,low risk
2022-09-09,27.1,20.5,23.1,28.0,20.5,23.2,18.1,74.4,0.0,0,0.0,18.1,1019.1,46.7,10.5,124.6,10.7,6,18.0,8.0,13.0,10.0,0.0,good,3,high risk
2022-09-10,28.7,18.8,23.1,28.8,18.8,23.2,16.4,67.8,0.0,0,0.0,17.8,1017.1,14.1,10.5,240.1,20.7,8,29.0,16.0,8.0,8.0,0.0,good,0,low risk
2022-09-11,26.6,18.6,21.6,26.6,18.6,21.6,18.1,81.3,0.0,0,0.0,21.2,1012.8,40.1,10.1,179.5,15.4,8,14.0,17.0,17.0,27.0,0.0,good,2,low risk
2022-09-12,21.9,20.2,20.9,21.9,20.2,20.9,19.9,94.3,14.996,100,79.17,29.2,1005.8,80.5,9.5,93.9,7.9,4,0.0,0.0,0.0,0.0,0.0,good,1,low risk
2022-09-13,24.0,19.4,21.1,24.0,19.4,21.1,18.9,87.8,4.203,100,41.67,32.2,1004.9,74.1,10.0,185.0,16.0,9,16.0,15.0,14.0,15.0,0.0,good,1,low risk
2022-09-14,23.8,19.2,21.1,23.8,19.2,21.1,19.3,90.1,8.032,100,20.83,24.8,1009.5,63.6,10.4,196.9,16.9,8,19.0,13.0,15.0,19.0,0.0,good,1,low risk
2022-09-15,24.8,19.0,21.3,24.8,19.0,21.3,18.3,84.3,1.582,100,8.33,24.8,1014.6,47.7,12.0,197.5,17.0,9,21.0,17.0,23.0,15.0,0.0,good,3,high risk
2022-09-16,25.6,19.1,21.7,25.6,19.1,21.7,18.0,80.8,0.0,0,0.0,17.7,1014.7,44.0,10.6,226.0,19.7,9,12.0,11.0,34.0,12.0,0.0,good,2,low risk
2022-09-17,30.0,18.6,23.2,30.6,18.6,23.3,16.8,68.8,0.0,0,0.0,18.2,1011.0,13.8,10.3,228.8,19.8,8,18.0,14.0,33.0,14.0,0.0,good,2,low risk
2022-09-18,28.7,20.1,24.2,28.9,20.1,24.3,16.8,64.8,0.0,0,0.0,14.6,1010.2,49.4,10.4,227.2,19.7,8,32.0,0.0,0.0,0.0,0.0,good,2,low risk
2022-09-19,29.2,21.1,24.6,30.4,21.1,25.0,18.1,67.6,0.0,0,0.0,15.2,1013.7,46.8,11.0,105.8,9.2,4,0.0,25.0,31.0,30.0,0.0,good,3,high risk
2022-09-20,29.9,21.8,25.2,30.2,21.8,25.3,16.6,60.1,0.0,0,0.0,18.1,1016.0,42.1,10.6,224.4,19.5,7,39.0,18.0,26.0,22.0,0.0,good,2,low risk
2022-09-21,26.6,19.4,22.9,26.6,19.4,22.9,17.7,74.3,11.148,100,29.17,17.8,1016.7,29.7,11.3,207.6,18.0,7,25.0,18.0,28.0,25.0,0.0,good,4,high risk
2022-09-22,28.1,19.1,22.8,28.5,19.1,22.8,16.2,68.3,0.0,0,0.0,21.4,1017.4,15.7,11.0,211.3,18.2,7,38.0,18.0,31.0,13.0,0.0,good,0,low risk
2022-09-23,26.0,17.0,20.6,26.0,17.0,20.6,15.2,72.5,0.0,0,0.0,18.5,1017.7,30.8,11.1,220.0,19.1,8,26.0,0.0,29.0,4.0,0.0,good,1,low risk
2022-09-24,23.1,17.8,19.9,23.1,17.8,19.9,12.9,65.3,0.0,0,0.0,28.5,1016.8,37.5,10.5,166.3,14.4,8,0.0,9.0,31.0,3.0,0.0,good,6,high risk
2022-09-25,22.6,15.8,18.8,22.6,15.8,18.8,10.0,58.8,0.0,0,0.0,28.8,1013.3,22.4,10.5,218.5,19.0,7,13.0,12.0,30.0,11.0,0.0,good,4,high risk
2022-09-26,24.8,16.1,19.7,24.8,16.1,19.7,8.0,48.9,0.0,0,0.0,28.9,1015.3,11.4,12.4,219.2,19.1,7,14.0,12.0,29.0,7.0,0.0,good,7,high risk
2022-09-27,23.6,15.8,18.9,23.6,15.8,18.9,12.0,65.7,0.0,0,0.0,25.3,1020.1,24.2,10.5,190.0,16.3,9,13.0,8.0,27.0,7.0,1.0,good,5,high risk
2022-09-28,22.3,17.3,18.9,22.3,17.3,18.9,12.9,69.0,0.0,0,0.0,28.7,1019.5,56.8,11.7,179.1,15.5,7,12.0,15.0,26.0,13.0,0.0,good,3,high risk
2022-09-29,21.3,16.3,18.1,21.3,16.3,18.1,14.0,77.4,4.009,100,20.83,25.2,1015.1,55.4,10.0,114.9,10.0,7,14.0,10.0,24.0,8.0,0.0,good,2,low risk
2022-09-30,22.1,14.8,17.8,22.1,14.8,17.8,9.4,60.0,0.0,0,0.0,29.0,1017.6,16.2,12.2,217.9,18.9,7,11.0,0.0,32.0,16.0,0.0,good,3,high risk
2022-10-01,27.1,14.1,19.6,26.4,14.1,19.6,9.2,54.5,0.0,0,0.0,18.2,1023.0,36.9,10.5,195.8,17.0,7,22.0,7.0,18.0,10.0,0.0,good,0,low risk
2022-10-02,29.1,17.5,22.7,27.5,17.5,22.4,6.7,37.8,0.0,0,0.0,17.9,1021.1,4.8,10.5,192.9,16.7,7,64.0,43.0,5.0,32.0,0.0,good,0,low risk
2022-10-03,27.1,18.8,21.9,27.4,18.8,21.9,12.5,55.6,0.0,0,0.0,21.5,1020.4,1.5,10.8,159.5,13.8,6,20.0,16.0,30.0,14.0,2.0,good,7,high risk
2022-10-04,28.7,17.9,22.8,27.7,17.9,22.6,9.9,45.6,0.0,0,0.0,13.4,1020.7,1.0,11.9,164.5,14.1,6,0.0,11.0,32.0,7.0,0.0,good,5,high risk
2022-10-05,29.3,18.9,22.9,28.0,18.9,22.8,6.8,35.9,0.0,0,0.0,21.4,1020.9,0.0,10.5,172.7,14.8,6,42.0,21.0,31.0,23.0,0.0,good,4,high risk
2022-10-06,27.0,17.4,21.6,27.1,17.4,21.7,12.3,56.3,0.0,0,0.0,14.0,1021.5,52.2,10.5,172.8,15.0,6,17.0,15.0,29.0,4.0,0.0,good,4,high risk
2022-10-07,27.7,18.1,22.0,27.4,18.1,22.0,11.4,51.4,0.0,0,0.0,21.5,1018.8,29.3,10.4,165.6,14.4,6,41.0,17.0,35.0,10.0,0.0,good,6,high risk
2022-10-08,28.6,16.5,21.7,28.4,16.5,21.7,12.2,56.2,0.0,0,0.0,18.1,1015.9,18.2,10.3,165.0,14.3,6,42.0,20.0,32.0,14.0,0.0,good,3,high risk
2022-10-09,24.4,16.0,19.4,24.4,16.0,19.4,13.3,68.8,0.0,0,0.0,17.6,1016.0,59.6,10.4,95.7,8.2,4,17.0,8.0,10.0,11.0,0.0,good,2,low risk
2022-10-10,20.5,15.9,17.8,20.5,15.9,17.8,16.2,90.6,0.05,100,8.33,14.3,1017.2,67.1,9.5,68.0,5.9,3,16.0,12.0,3.0,21.0,0.0,good,6,high risk
2022-10-11,25.7,17.6,20.2,25.7,17.6,20.2,16.3,81.1,51.314,100,8.33,24.8,1017.8,56.1,9.3,135.4,11.8,7,19.0,17.0,18.0,22.0,0.0,good,2,low risk
2022-10-12,27.0,17.5,21.2,27.4,17.5,21.2,14.2,65.4,0.0,0,0.0,21.8,1019.9,16.8,10.5,161.9,13.9,7,0.0,0.0,0.0,0.0,0.0,good,2,low risk
2022-10-13,26.8,17.0,20.5,27.3,17.0,20.5,14.0,67.6,0.0,0,0.0,21.9,1023.5,20.9,10.5,140.9,12.4,6,37.0,11.0,22.0,14.0,0.0,good,2,low risk
2022-10-14,27.6,16.4,20.4,27.7,16.4,20.4,15.0,73.1,0.0,0,0.0,18.1,1022.0,23.4,10.4,186.3,16.2,7,22.0,0.0,15.0,14.0,0.0,good,0,low risk
2022-10-15,24.1,16.1,19.3,24.1,16.1,19.3,14.5,74.9,0.0,0,0.0,14.8,1016.6,22.7,10.5,128.5,11.1,6,0.0,8.0,15.0,9.0,0.0,good,1,low risk
2022-10-16,22.1,17.7,19.1,22.1,17.7,19.1,14.8,76.4,0.6,100,4.17,12.3,1015.0,69.5,10.5,71.1,6.0,4,10.0,20.0,12.0,13.0,0.0,good,3,high risk
2022-10-17,25.1,16.0,20.0,25.1,16.0,20.0,16.2,79.9,0.493,100,4.17,17.7,1017.3,53.6,10.3,155.0,13.4,6,23.0,27.0,21.0,19.0,0.0,good,6,high risk
2022-10-18,24.5,18.6,20.7,24.5,18.6,20.7,17.9,84.9,0.0,0,0.0,26.0,1018.5,75.5,9.9,84.0,7.2,7,39.0,14.0,22.0,10.0,0.0,good,1,low risk
2022-10-19,20.1,15.0,17.6,20.1,15.0,17.6,16.7,94.5,15.945,100,8.33,35.8,1014.8,67.9,9.3,47.8,4.2,3,17.0,14.0,22.0,16.0,0.0,good,2,low risk
2022-10-20,21.1,15.7,18.1,21.1,15.7,18.1,16.9,93.0,7.983,100,8.33,25.7,1011.1,65.3,10.1,79.6,6.9,3,15.0,22.0,26.0,15.0,0.0,good,3,high risk
2022-10-21,21.5,17.6,18.8,21.5,17.6,18.8,17.4,91.5,0.034,100,4.17,21.6,1014.1,50.4,10.3,98.2,8.7,4,16.0,11.0,23.0,16.0,0.0,good,1,low risk
2022-10-22,21.6,15.7,18.0,21.6,15.7,18.0,17.0,94.5,0.167,100,8.33,29.1,1011.4,81.4,9.7,81.3,7.1,6,14.0,20.0,30.0,8.0,0.0,good,1,low risk
2022-10-23,21.5,16.5,18.1,21.5,16.5,18.1,14.5,80.5,23.749,100,8.33,25.1,1014.3,41.3,10.3,135.1,11.5,7,14.0,18.0,31.0,8.0,0.0,good,3,high risk
2022-10-24,22.0,16.2,18.1,22.0,16.2,18.1,15.8,87.2,5.921,100,8.33,14.5,1016.3,48.1,10.8,77.7,6.7,4,15.0,19.0,19.0,21.0,0.0,good,3,high risk
2022-10-25,22.6,17.2,19.6,22.6,17.2,19.6,17.3,86.8,0.067,100,8.33,25.2,1014.0,61.0,10.6,116.9,10.3,5,14.0,22.0,24.0,13.0,0.0,good,1,low risk
2022-10-26,24.6,18.6,20.7,24.6,18.6,20.7,18.2,86.5,0.001,100,4.17,25.9,1015.1,66.9,11.2,125.9,11.0,6,23.0,21.0,21.0,16.0,0.0,good,4,high risk
2022-10-27,22.6,19.2,20.5,22.6,19.2,20.5,19.0,91.4,0.0,0,0.0,22.1,1017.5,75.8,10.9,72.3,6.3,5,18.0,22.0,17.0,11.0,0.0,good,2,low risk
2022-10-28,23.6,19.1,20.5,23.6,19.1,20.5,17.3,83.2,0.001,100,4.17,19.5,1019.0,57.9,11.3,71.8,6.1,4,21.0,32.0,25.0,14.0,0.0,good,4,high risk
2022-10-29,21.0,17.5,19.6,21.0,17.5,19.6,16.9,85.5,8.953,100,8.33,19.1,1017.4,57.5,10.2,42.6,3.7,3,33.0,13.0,24.0,17.0,0.0,good,4,high risk
2022-10-30,21.5,16.0,18.2,21.5,16.0,18.2,15.4,84.5,0.01,100,4.17,7.4,1018.3,39.0,10.4,121.8,11.1,6,0.0,0.0,0.0,0.0,0.0,good,2,low risk
2022-10-31,22.5,17.1,18.9,22.5,17.1,18.9,16.1,83.8,0.001,100,4.17,21.7,1017.2,70.9,10.5,64.2,5.6,3,30.0,14.0,22.0,22.0,0.0,good,2,low risk
2022-11-01,19.5,14.0,16.6,19.5,14.0,16.6,10.4,67.4,0.0,0,0.0,17.0,1024.4,41.8,10.2,102.0,8.9,6,15.0,9.0,13.0,16.0,0.0,good,3,high risk
2022-11-02,19.0,12.5,15.2,19.0,12.5,15.2,10.0,71.6,0.0,0,0.0,10.8,1023.3,55.4,11.4,92.5,7.9,4,74.0,46.0,11.0,35.0,0.0,good,4,high risk
2022-11-03,20.0,14.5,17.2,20.0,14.5,17.2,15.9,92.2,0.011,100,4.17,17.9,1021.1,77.0,8.1,37.3,3.1,2,18.0,18.0,31.0,20.0,0.0,good,4,high risk
2022-11-04,20.5,12.9,16.1,20.5,12.9,16.1,10.4,72.1,10.858,100,4.17,14.6,1022.9,38.5,11.7,155.0,13.5,6,13.0,11.0,27.0,12.0,0.0,good,3,high risk
2022-11-05,19.1,10.1,14.4,19.1,10.1,14.4,8.8,69.9,0.0,0,0.0,12.4,1022.3,5.6,10.2,152.0,13.2,6,40.0,10.0,31.0,21.0,0.0,good,0,low risk
2022-11-06,19.6,12.1,15.7,19.6,12.1,15.7,13.5,87.0,0.0,0,0.0,14.2,1021.2,50.1,10.2,74.1,6.5,5,27.0,16.0,31.0,7.0,0.0,good,6,high risk
2022-11-07,21.0,15.4,17.5,21.0,15.4,17.5,15.7,89.7,0.0,0,0.0,21.6,1018.6,82.4,8.6,98.3,8.4,4,33.0,26.0,30.0,25.0,0.0,good,1,low risk
2022-11-08,18.7,16.0,17.3,18.7,16.0,17.3,16.8,96.5,27.846,100,20.83,25.2,1015.8,60.0,9.5,46.5,4.0,2,36.0,23.0,35.0,11.0,0.0,good,2,low risk
2022-11-09,20.6,14.7,17.0,20.6,14.7,17.0,14.9,88.0,0.165,100,8.33,13.9,1020.4,44.2,10.4,153.1,13.2,7,15.0,15.0,15.0,9.0,0.0,good,1,low risk
2022-11-10,20.6,12.5,16.6,20.6,12.5,16.6,13.2,81.9,0.0,0,0.0,14.4,1022.9,25.3,8.8,139.7,12.2,6,14.0,14.0,21.0,13.0,0.0,good,2,low risk
2022-11-11,20.0,12.0,15.6,20.0,12.0,15.6,11.8,78.6,0.0,0,0.0,16.6,1019.5,12.9,10.0,142.7,12.4,6,17.0,12.0,18.0,14.0,0.0,good,1,low risk
2022-11-12,20.0,12.0,15.4,20.0,12.0,15.4,12.1,81.0,0.0,0,0.0,16.2,1018.1,14.4,10.0,129.4,11.3,5,0.0,0.0,0.0,0.0,0.0,good,4,high risk
2022-11-13,19.3,11.0,15.5,19.3,11.0,15.5,14.6,94.3,0.0,0,0.0,19.5,1018.5,60.9,7.9,86.2,7.4,4,0.0,28.0,26.0,16.0,1.0,good,5,high risk
2022-11-14,19.0,14.9,16.6,19.0,14.9,16.6,15.7,94.7,0.532,100,8.33,14.7,1019.0,69.9,9.9,77.1,6.7,3,48.0,10.0,22.0,19.0,0.0,good,9,high risk
2022-11-15,18.3,15.0,17.0,18.3,15.0,17.0,15.6,91.5,0.676,100,8.33,30.2,1015.1,63.1,9.0,27.7,2.3,1,16.0,15.0,25.0,17.0,0.0,good,2,low risk
2022-11-16,18.3,15.0,16.9,18.3,15.0,16.9,15.4,90.9,5.018,100,8.33,22.7,1014.0,68.2,10.1,23.5,1.9,1,14.0,21.0,15.0,23.0,0.0,good,5,high risk
2022-11-17,19.0,15.0,17.1,19.0,15.0,17.1,15.7,91.5,7.679,100,8.33,21.9,1013.7,74.7,8.7,56.7,4.9,4,17.0,16.0,19.0,18.0,0.0,good,4,high risk
2022-11-18,16.5,11.5,14.1,16.5,11.5,14.1,10.2,78.0,0.604,100,4.17,24.9,1019.4,38.5,10.2,104.1,9.0,5,10.0,12.0,25.0,17.0,0.0,good,0,low risk
2022-11-19,16.4,10.4,13.9,16.4,10.4,13.9,10.2,78.8,0.0,0,0.0,19.9,1024.5,34.0,10.5,109.2,9.3,5,11.0,0.0,27.0,17.0,0.0,good,5,high risk
2022-11-20,18.5,12.0,15.4,18.5,12.0,15.4,13.7,90.2,0.0,0,0.0,17.0,1026.0,48.7,9.9,58.6,4.9,3,0.0,13.0,24.0,16.0,0.0,good,3,high risk
2022-11-21,18.3,14.0,16.3,18.3,14.0,16.3,14.4,88.8,1.713,100,8.33,23.0,1021.7,64.5,9.3,52.5,4.5,4,13.0,15.0,21.0,15.0,0.0,good,0,low risk
2022-11-22,18.8,12.0,15.8,18.8,12.0,15.8,13.6,86.7,1.199,100,8.33,21.9,1019.9,62.6,10.0,25.8,2.1,1,13.0,21.0,16.0,23.0,0.0,good,3,high risk
2022-11-23,19.2,15.2,17.3,19.2,15.2,17.3,16.1,92.5,1.051,100,8.33,23.7,1018.7,76.6,9.7,85.2,7.4,5,16.0,22.0,22.0,21.0,0.0,good,3,high risk
2022-11-24,19.2,15.0,16.9,19.2,15.0,16.9,16.1,94.8,1.665,100,8.33,23.2,1018.4,68.8,9.6,51.7,4.5,3,20.0,0.0,0.0,0.0,0.0,good,4,high risk
2022-11-25,17.3,10.8,14.1,17.3,10.8,14.1,10.9,81.8,4.993,100,8.33,16.7,1025.8,39.3,10.5,115.7,10.0,5,0.0,0.0,0.0,0.0,0.0,good,2,low risk
2022-11-26,16.8,7.9,11.5,16.8,5.8,10.9,9.0,85.3,0.0,0,0.0,21.2,1027.0,42.8,10.5,119.2,10.2,5,0.0,0.0,0.0,0.0,0.0,good,2,low risk
2022-11-27,17.0,7.8,12.2,17.0,6.6,12.0,10.7,91.3,0.0,0,0.0,16.6,1024.7,36.6,10.0,61.0,5.4,4,0.0,0.0,0.0,0.0,0.0,good,4,high risk
2022-11-28,16.0,10.0,12.9,16.0,10.0,12.9,9.0,77.7,1.104,100,4.17,16.9,1027.0,33.5,10.5,98.4,8.6,6,0.0,0.0,0.0,0.0,0.0,good,2,low risk
2022-11-29,16.0,8.3,12.1,16.0,7.8,11.9,8.3,78.2,0.0,0,0.0,15.1,1023.2,33.7,10.4,116.3,10.0,5,0.0,15.0,18.0,26.0,2.0,good,1,low risk
