datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,windspeed,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,pm25,pm10,o3,no2,so2,pollen_intensity,admission number,risk level
2019-01-01,16.0,7.6,11.5,16.0,6.6,11.4,5.1,66.2,0.0,0,0.0,11.1,1031.6,1.2,10.1,117.2,10.3,5,0.0,19.0,12.0,22.0,1.0,good,5,high risk
2019-01-02,15.9,7.6,10.9,15.9,6.2,10.5,7.4,80.2,0.0,0,0.0,16.4,1029.9,3.5,9.1,57.6,4.8,3,0.0,0.0,0.0,0.0,0.0,good,3,high risk
2019-01-03,10.3,4.5,7.4,10.3,2.2,6.3,6.1,91.7,0.005,100,4.17,12.6,1027.3,5.5,4.3,116.9,10.2,5,45.0,15.0,27.0,9.0,0.0,good,1,low risk
2019-01-04,13.1,6.6,9.7,13.1,4.1,8.7,6.9,84.1,0.0,0,0.0,16.8,1029.9,13.1,6.5,101.0,8.8,5,57.0,18.0,28.0,23.0,1.0,good,5,high risk
2019-01-05,14.8,7.8,10.5,14.8,6.0,9.9,5.5,71.4,0.0,0,0.0,14.9,1033.3,0.4,9.9,128.6,11.1,5,43.0,18.0,29.0,12.0,0.0,good,2,low risk
2019-01-06,14.2,5.3,8.7,14.2,5.3,8.4,4.6,76.4,0.0,0,0.0,13.0,1031.5,1.4,10.0,118.2,10.3,5,48.0,17.0,35.0,11.0,1.0,good,3,high risk
2019-01-07,15.3,5.5,10.4,15.3,3.0,9.8,-0.6,49.7,0.0,0,0.0,15.3,1029.4,0.5,10.6,123.6,10.4,5,29.0,15.0,22.0,8.0,0.0,good,4,high risk
2019-01-08,15.3,6.8,10.6,15.3,5.6,10.1,0.0,48.7,0.0,0,0.0,14.5,1028.6,1.5,11.9,126.0,11.0,5,43.0,15.0,23.0,6.0,0.0,good,3,high risk
2019-01-09,17.1,6.8,11.2,17.1,6.8,11.1,4.4,64.1,0.0,0,0.0,13.9,1022.9,2.5,10.8,121.1,10.4,5,32.0,18.0,19.0,22.0,0.0,good,2,low risk
2019-01-10,14.7,8.4,11.5,14.7,7.5,11.2,4.4,63.0,0.0,0,0.0,21.5,1019.0,0.0,11.5,124.4,10.8,5,35.0,19.0,22.0,12.0,0.0,good,2,low risk
2019-01-11,12.1,6.4,9.5,12.1,3.4,8.1,-0.9,48.7,0.0,0,0.0,20.4,1025.7,0.0,12.1,127.0,10.9,5,61.0,19.0,15.0,12.0,0.0,good,3,high risk
2019-01-12,13.0,6.0,9.4,13.0,3.3,8.0,1.0,56.4,0.0,0,0.0,18.4,1029.3,0.0,10.9,129.0,11.0,5,0.0,0.0,26.0,9.0,1.0,good,6,high risk
2019-01-13,13.5,6.9,9.8,13.5,4.8,8.8,2.9,62.9,0.0,0,0.0,16.8,1028.7,0.4,10.5,129.0,11.0,5,50.0,26.0,14.0,26.0,0.0,good,3,high risk
2019-01-14,15.4,4.9,9.9,15.4,3.8,9.6,6.1,78.2,0.0,0,0.0,11.9,1024.4,1.5,9.7,123.5,10.5,5,67.0,32.0,14.0,39.0,0.0,good,6,high risk
2019-01-15,12.3,7.7,10.1,12.3,7.1,9.8,8.3,89.0,0.0,0,0.0,9.8,1021.0,13.2,6.9,28.7,2.5,1,80.0,41.0,7.0,35.0,0.0,good,3,high risk
2019-01-16,12.4,9.9,10.9,12.4,9.2,10.8,9.8,93.2,0.667,100,25.0,9.1,1019.7,15.7,4.4,41.8,3.6,2,98.0,52.0,1.0,34.0,0.0,good,0,low risk
2019-01-17,14.0,7.3,10.6,14.0,6.0,10.1,5.9,74.8,0.008,100,4.17,25.5,1020.9,7.0,11.2,122.3,10.4,6,128.0,33.0,22.0,18.0,0.0,good,5,high risk
2019-01-18,14.9,8.5,11.1,14.9,6.8,10.5,7.3,78.3,8.736,100,33.33,19.6,1021.2,12.8,10.6,63.8,5.3,3,92.0,17.0,19.0,20.0,0.0,good,1,low risk
2019-01-19,16.4,9.6,12.6,16.4,9.2,12.6,11.6,93.6,10.487,100,41.67,25.9,1016.6,7.6,8.2,37.3,3.2,2,51.0,16.0,22.0,17.0,0.0,good,4,high risk
2019-01-20,15.0,11.4,12.6,15.0,11.4,12.6,8.0,73.8,0.04,100,4.17,29.0,1019.7,4.2,11.0,114.3,9.9,6,44.0,16.0,27.0,5.0,0.0,good,3,high risk
2019-01-21,15.4,10.0,11.9,15.4,10.0,11.9,6.5,70.6,0.094,100,4.17,24.9,1024.2,3.8,12.0,139.7,12.1,6,43.0,14.0,21.0,11.0,0.0,good,5,high risk
2019-01-22,13.8,9.4,11.8,13.8,8.1,11.7,7.5,75.4,0.05,100,4.17,20.3,1023.9,14.3,11.7,67.8,5.8,3,30.0,15.0,24.0,15.0,0.0,good,6,high risk
2019-01-23,16.9,11.5,13.4,16.9,11.5,13.4,9.7,78.7,0.217,100,20.83,28.5,1020.5,13.2,11.0,70.2,6.0,3,29.0,13.0,27.0,9.0,0.0,good,4,high risk
2019-01-24,17.0,13.0,14.2,17.0,13.0,14.2,10.7,79.4,0.003,100,4.17,33.2,1017.7,10.8,12.1,58.9,5.1,3,26.0,17.0,22.0,11.0,0.0,good,3,high risk
2019-01-25,18.6,9.9,14.1,18.6,8.9,14.1,8.5,70.4,0.0,0,0.0,13.8,1019.2,0.4,11.0,142.6,12.2,6,32.0,15.0,14.0,12.0,0.0,good,5,high risk
2019-01-26,18.8,8.8,12.9,18.8,8.8,12.9,8.3,75.3,0.0,0,0.0,20.9,1020.6,0.8,9.9,114.9,9.9,6,32.0,0.0,0.0,0.0,0.0,good,0,low risk
2019-01-27,14.5,10.6,12.2,14.5,10.6,12.2,6.8,70.3,0.0,0,0.0,28.0,1023.3,5.3,10.9,82.9,7.0,5,0.0,0.0,0.0,0.0,0.0,good,1,low risk
2019-01-28,15.8,10.5,12.6,15.8,10.5,12.6,8.7,77.4,0.001,100,4.17,20.1,1026.0,13.3,12.0,88.8,7.5,4,0.0,0.0,0.0,0.0,0.0,good,6,high risk
2019-01-29,14.9,11.7,12.8,14.9,11.7,12.8,10.8,87.8,1.287,100,37.5,21.7,1022.3,13.9,10.5,63.9,5.3,3,0.0,0.0,0.0,0.0,0.0,good,1,low risk
2019-01-30,14.5,10.6,12.6,14.5,10.6,12.6,11.5,93.2,6.209,100,50.0,22.9,1016.4,14.8,10.2,34.8,2.9,2,0.0,0.0,0.0,0.0,0.0,good,1,low risk
2019-01-31,15.0,12.7,14.0,15.0,12.7,14.0,13.1,94.2,13.981,100,75.0,32.3,1007.7,15.8,8.4,44.8,3.8,3,0.0,0.0,0.0,0.0,0.0,good,2,low risk
2019-02-01,14.0,9.8,11.6,14.0,6.8,11.5,7.8,78.1,10.607,100,70.83,41.2,1004.2,9.9,11.3,84.3,7.2,4,61.0,20.0,15.0,14.0,1.0,good,0,low risk
2019-02-02,13.8,9.0,10.5,13.8,6.9,9.4,4.5,67.3,0.672,100,20.83,23.1,1020.0,3.4,10.6,129.2,11.2,5,0.0,0.0,0.0,0.0,0.0,good,3,high risk
2019-02-03,14.4,7.1,10.2,14.4,5.4,9.4,2.7,61.4,0.0,0,0.0,21.5,1029.1,1.9,10.9,155.0,13.4,6,27.0,12.0,23.0,6.0,0.0,good,2,low risk
2019-02-04,14.4,5.8,9.4,14.4,4.3,8.9,2.0,60.9,0.008,100,4.17,10.6,1030.3,10.2,11.0,149.0,12.9,6,55.0,17.0,31.0,11.0,0.0,good,1,low risk
2019-02-05,16.5,6.9,11.0,16.5,6.1,10.7,3.4,60.9,0.0,0,0.0,12.2,1029.0,6.2,10.5,163.0,14.2,6,39.0,21.0,29.0,11.0,1.0,good,4,high risk
2019-02-06,16.7,8.2,12.0,16.7,8.2,11.9,6.5,70.1,0.0,0,0.0,15.7,1026.4,8.0,10.6,154.3,13.5,6,40.0,13.0,18.0,8.0,0.0,good,3,high risk
2019-02-07,16.4,9.0,12.5,16.4,8.9,12.4,8.4,77.1,0.0,0,0.0,16.2,1025.9,8.1,11.5,123.0,10.8,6,41.0,20.0,21.0,18.0,0.0,good,2,low risk
2019-02-08,16.7,9.4,12.2,16.7,8.5,12.1,8.0,76.3,0.0,0,0.0,13.9,1024.5,12.7,11.8,147.5,12.7,7,40.0,11.0,18.0,4.0,0.0,good,1,low risk
2019-02-09,16.9,11.1,13.2,16.9,11.1,13.2,9.2,77.4,0.0,0,0.0,17.7,1024.0,7.3,11.1,96.3,8.3,4,45.0,25.0,26.0,33.0,1.0,good,4,high risk
2019-02-10,17.3,11.2,14.2,17.3,11.2,14.2,12.6,90.1,2.529,100,29.17,25.1,1025.4,7.9,9.8,65.7,5.6,4,43.0,17.0,15.0,12.0,0.0,good,1,low risk
2019-02-11,16.7,9.0,12.1,16.7,7.3,11.8,6.9,71.9,0.006,100,8.33,15.2,1028.9,4.0,11.8,172.6,15.1,7,34.0,0.0,18.0,15.0,0.0,good,4,high risk
2019-02-12,18.1,9.5,13.0,18.1,7.5,12.6,6.7,66.0,0.0,0,0.0,18.0,1028.7,1.5,11.7,174.9,15.3,7,0.0,5.0,19.0,10.0,0.0,good,2,low risk
2019-02-13,17.9,9.8,13.5,17.9,8.1,13.3,7.4,67.0,0.0,0,0.0,13.4,1027.6,0.8,11.2,174.0,15.1,7,43.0,22.0,16.0,27.0,0.0,good,1,low risk
2019-02-14,18.9,9.5,13.9,18.9,8.3,13.7,9.5,76.1,0.0,0,0.0,19.4,1024.8,1.3,10.8,178.1,15.4,7,58.0,34.0,21.0,23.0,0.0,good,2,low risk
2019-02-15,17.5,9.9,13.7,17.5,8.0,13.6,8.5,72.0,0.0,0,0.0,15.6,1024.1,11.7,12.0,118.2,10.3,5,73.0,25.0,21.0,18.0,0.0,good,4,high risk
2019-02-16,18.0,11.9,14.2,18.0,11.9,14.2,7.5,64.6,0.0,0,0.0,17.6,1022.4,3.2,10.4,178.7,15.5,7,61.0,24.0,20.0,21.0,0.0,good,2,low risk
2019-02-17,17.0,9.4,12.7,17.0,7.8,12.6,10.1,84.8,3.676,100,12.5,11.0,1019.9,6.1,7.3,135.6,11.8,6,60.0,35.0,18.0,23.0,0.0,good,5,high risk
2019-02-18,13.5,10.1,11.6,13.5,10.1,11.6,8.5,81.4,1.632,100,37.5,28.1,1017.3,13.5,10.6,49.0,4.4,3,75.0,30.0,28.0,11.0,0.0,good,5,high risk
2019-02-19,16.0,10.0,12.6,16.0,10.0,12.6,6.9,69.0,0.0,0,0.0,15.7,1020.4,6.2,11.9,180.5,15.7,7,64.0,17.0,20.0,17.0,0.0,good,2,low risk
2019-02-20,17.4,8.7,12.2,17.4,7.4,11.9,6.6,69.3,0.0,0,0.0,13.0,1022.2,10.8,10.8,166.0,14.5,6,35.0,24.0,15.0,30.0,0.0,good,2,low risk
2019-02-21,18.1,9.5,13.6,18.1,8.2,13.4,10.0,79.9,0.0,0,0.0,19.0,1024.4,10.8,10.1,162.8,14.2,6,53.0,45.0,18.0,29.0,1.0,good,3,high risk
2019-02-22,20.5,10.9,15.0,20.5,10.9,15.0,9.5,71.6,0.0,0,0.0,17.8,1027.4,11.3,10.5,172.0,15.0,7,84.0,51.0,18.0,23.0,1.0,good,2,low risk
2019-02-23,20.8,11.3,15.3,20.8,11.3,15.3,8.0,64.7,0.0,0,0.0,13.8,1029.1,4.0,10.3,173.8,15.0,7,90.0,51.0,18.0,28.0,0.0,good,5,high risk
2019-02-24,21.5,10.9,16.3,21.5,10.9,16.3,7.1,55.2,0.0,0,0.0,17.9,1027.7,2.4,10.4,185.6,16.1,7,93.0,56.0,22.0,27.0,0.0,good,2,low risk
2019-02-25,21.6,10.9,16.1,21.6,10.9,16.1,7.2,57.7,0.0,0,0.0,13.6,1028.0,2.0,11.7,193.4,16.8,7,105.0,46.0,20.0,28.0,0.0,good,1,low risk
2019-02-26,20.5,10.5,15.2,20.5,10.5,15.2,7.1,60.5,0.0,0,0.0,17.7,1024.6,10.7,12.1,154.8,13.3,6,87.0,35.0,19.0,26.0,0.0,good,1,low risk
2019-02-27,18.4,12.0,14.6,18.4,12.0,14.6,9.5,71.8,0.0,0,0.0,18.3,1027.9,13.2,10.4,147.3,12.5,6,72.0,30.0,27.0,22.0,0.0,good,0,low risk
2019-02-28,18.5,10.9,14.1,18.5,10.9,14.1,8.0,67.8,0.0,0,0.0,18.5,1029.8,11.3,12.2,144.7,12.6,7,60.0,24.0,26.0,13.0,0.0,good,3,high risk
2019-03-01,19.3,11.9,14.4,19.3,11.9,14.4,10.0,75.3,0.0,0,0.0,25.2,1027.1,7.5,11.5,69.8,6.0,3,58.0,23.0,9.0,15.0,0.0,good,1,low risk
2019-03-02,20.9,12.0,15.6,20.9,12.0,15.6,11.1,75.2,0.0,0,0.0,17.6,1027.4,5.9,11.0,131.8,11.1,5,0.0,0.0,0.0,0.0,0.0,good,4,high risk
2019-03-03,18.5,9.9,13.6,18.5,9.4,13.6,10.9,84.3,0.0,0,0.0,23.4,1024.9,5.5,10.0,182.8,15.6,6,24.0,14.0,20.0,14.0,0.0,good,3,high risk
2019-03-04,18.8,12.2,15.1,18.8,12.2,15.1,11.4,80.2,2.737,100,25.0,20.4,1022.1,12.5,10.6,128.3,10.9,5,42.0,13.0,28.0,21.0,0.0,good,4,high risk
2019-03-05,17.5,13.1,15.1,17.5,13.1,15.1,13.5,90.2,4.034,100,37.5,38.3,1015.0,7.6,9.1,94.6,8.2,3,47.0,20.0,31.0,10.0,0.0,good,4,high risk
2019-03-06,15.9,11.1,13.1,15.9,11.1,13.1,10.0,82.2,27.529,100,66.67,35.8,1010.8,12.3,11.0,172.5,15.0,7,41.0,12.0,24.0,9.0,0.0,good,2,low risk
2019-03-07,15.4,9.5,11.9,15.4,8.3,11.8,9.0,83.5,14.149,100,41.67,30.2,1018.2,12.1,10.4,90.9,7.7,4,51.0,20.0,22.0,18.0,0.0,good,3,high risk
2019-03-08,17.4,11.5,13.8,17.4,11.5,13.8,8.0,69.5,0.002,100,4.17,25.6,1024.7,11.5,12.0,191.8,16.7,8,36.0,9.0,21.0,3.0,0.0,good,2,low risk
2019-03-09,20.0,10.4,14.9,20.0,10.4,14.9,9.2,70.4,0.0,0,0.0,18.9,1031.2,0.7,10.7,218.7,18.8,8,61.0,24.0,36.0,26.0,0.0,good,2,low risk
2019-03-10,20.9,12.5,15.5,20.9,12.5,15.5,11.1,76.0,0.0,0,0.0,23.0,1031.3,2.4,10.8,186.5,16.2,8,34.0,16.0,17.0,13.0,0.0,good,1,low risk
2019-03-11,22.5,12.5,16.3,22.5,12.5,16.3,9.6,66.6,0.0,0,0.0,16.8,1029.5,0.5,11.7,225.8,19.7,8,61.0,24.0,0.0,10.0,0.0,good,2,low risk
2019-03-12,19.5,9.5,14.2,19.5,8.7,14.1,8.8,71.2,0.0,0,0.0,22.0,1028.7,4.3,11.3,197.9,17.0,8,21.0,9.0,16.0,16.0,0.0,good,2,low risk
2019-03-13,15.4,10.1,12.8,15.4,10.1,12.8,5.4,62.0,0.001,100,4.17,44.6,1030.6,6.9,11.5,244.8,21.2,9,47.0,13.0,29.0,8.0,10.0,good,2,low risk
2019-03-14,19.7,10.4,14.5,19.7,10.4,14.5,4.2,52.1,0.0,0,0.0,21.4,1029.2,1.2,12.4,229.8,19.9,8,33.0,14.0,26.0,15.0,0.0,good,4,high risk
2019-03-15,22.5,9.3,15.9,22.5,8.8,15.9,4.6,51.9,0.0,0,0.0,12.5,1025.4,1.5,11.3,240.6,20.7,8,35.0,18.0,22.0,32.0,0.0,good,0,low risk
2019-03-16,23.4,11.5,15.9,23.4,11.5,15.9,8.6,62.9,0.0,0,0.0,20.6,1021.3,0.8,10.5,223.2,19.3,8,51.0,32.0,30.0,33.0,0.0,good,2,low risk
2019-03-17,17.0,10.4,13.4,17.0,10.4,13.4,8.5,72.6,0.0,0,0.0,22.1,1023.2,5.7,10.9,165.4,14.2,8,75.0,26.0,27.0,8.0,0.0,good,2,low risk
2019-03-18,19.7,10.4,14.3,19.7,10.4,14.3,6.2,59.6,0.0,0,0.0,27.1,1023.2,5.6,12.3,241.2,20.7,8,65.0,16.0,29.0,10.0,0.0,good,3,high risk
2019-03-19,20.5,11.0,15.7,20.5,11.0,15.7,3.9,46.6,0.0,0,0.0,22.6,1024.1,0.4,11.9,241.3,20.8,8,37.0,16.0,29.0,19.0,0.0,good,0,low risk
2019-03-20,19.6,11.9,15.9,19.6,11.9,15.9,3.4,44.2,0.0,0,0.0,22.5,1025.0,0.4,12.5,250.4,21.6,8,37.0,15.0,29.0,14.0,0.0,good,2,low risk
2019-03-21,19.2,10.8,14.8,19.2,10.8,14.8,5.5,54.0,0.0,0,0.0,15.5,1024.7,5.8,11.9,254.1,21.7,8,35.0,13.0,26.0,21.0,0.0,good,4,high risk
2019-03-22,20.6,10.8,16.0,20.6,10.8,16.0,2.4,41.6,0.005,100,4.17,21.5,1024.2,0.0,12.0,261.8,22.4,8,32.0,17.0,31.0,24.0,0.0,muito elevados,1,low risk
2019-03-23,23.0,12.5,17.8,23.0,12.5,17.8,3.8,40.2,0.0,0,0.0,21.9,1021.0,0.0,11.1,246.1,21.3,8,44.0,17.0,29.0,14.0,0.0,muito elevados,0,low risk
2019-03-24,22.0,13.9,17.4,22.0,13.9,17.4,6.4,49.6,0.0,0,0.0,24.1,1019.7,0.7,10.5,240.0,20.9,8,45.0,18.0,29.0,12.0,0.0,muito elevados,1,low risk
2019-03-25,24.9,13.2,19.0,24.9,13.2,19.0,5.5,44.7,0.0,0,0.0,28.4,1017.0,2.0,11.9,251.5,21.7,8,50.0,20.0,27.0,23.0,0.0,muito elevados,7,high risk
2019-03-26,23.5,14.6,19.2,23.5,14.6,19.2,2.5,33.1,0.0,0,0.0,34.7,1012.8,9.1,11.9,253.6,21.9,8,51.0,17.0,28.0,15.0,0.0,muito elevados,3,high risk
2019-03-27,23.1,13.5,18.3,23.1,13.5,18.3,4.5,44.1,0.0,0,0.0,25.0,1019.0,0.4,11.0,260.6,22.5,9,37.0,19.0,29.0,17.0,0.0,muito elevados,1,low risk
2019-03-28,22.2,11.3,17.1,22.2,11.3,17.1,6.3,52.9,0.0,0,0.0,17.7,1022.1,0.5,11.6,256.4,22.2,8,46.0,22.0,31.0,23.0,0.0,muito elevados,2,low risk
2019-03-29,22.1,10.9,16.3,22.1,10.9,16.3,5.5,51.0,0.0,0,0.0,16.8,1020.1,4.1,12.0,258.6,22.4,9,52.0,21.0,30.0,25.0,0.0,muito elevados,5,high risk
2019-03-30,21.6,11.8,15.7,21.6,11.8,15.7,5.7,52.9,0.0,0,0.0,17.8,1016.4,4.0,10.4,255.0,22.1,9,50.0,22.0,29.0,23.0,0.0,muito elevados,2,low risk
2019-03-31,22.0,13.8,16.9,22.0,13.8,16.9,8.1,57.3,0.386,100,12.5,20.8,1011.4,3.4,10.7,241.7,20.0,8,53.0,22.0,31.0,21.0,1.0,muito elevados,1,low risk
2019-04-01,20.6,13.9,16.0,20.6,13.9,16.0,11.0,73.4,0.101,100,29.17,12.6,1013.1,9.7,11.7,243.4,21.2,8,67.0,31.0,11.0,17.0,0.0,muito elevados,4,high risk
2019-04-02,20.4,11.5,15.0,20.4,11.5,15.0,10.4,74.8,0.0,0,0.0,22.9,1016.9,10.2,10.7,169.5,14.8,6,0.0,22.0,0.0,27.0,0.0,muito elevados,4,high risk
2019-04-03,14.8,10.9,12.7,14.8,10.9,12.7,5.9,64.3,0.0,0,0.0,31.4,1013.2,13.3,12.5,150.7,13.2,6,35.0,17.0,20.0,17.0,0.0,muito elevados,4,high risk
2019-04-04,16.0,8.9,11.9,16.0,7.6,11.7,5.1,64.8,0.379,100,20.83,20.8,1007.7,8.7,12.0,176.7,15.4,8,21.0,12.0,25.0,24.0,0.0,muito elevados,3,high risk
2019-04-05,13.5,6.2,10.6,13.5,3.8,10.0,7.0,78.9,29.016,100,75.0,26.7,1004.0,9.8,11.6,201.4,17.3,7,43.0,18.0,30.0,16.0,1.0,baixos,2,low risk
2019-04-06,16.4,8.7,11.8,16.4,6.9,11.1,7.6,76.4,4.302,100,54.17,26.5,1009.4,4.6,10.9,210.0,18.1,9,31.0,14.0,26.0,8.0,0.0,baixos,0,low risk
2019-04-07,16.2,11.1,13.6,16.2,11.1,13.6,11.4,86.8,7.057,100,41.67,23.7,1013.1,7.5,8.9,118.8,10.3,5,50.0,15.0,21.0,18.0,1.0,baixos,2,low risk
2019-04-08,17.9,10.6,13.8,17.9,10.6,13.8,10.5,82.1,5.14,100,41.67,24.7,1015.9,10.2,11.5,215.3,18.5,8,22.0,9.0,21.0,5.0,1.0,baixos,1,low risk
2019-04-09,18.3,11.6,13.8,18.3,11.6,13.8,9.1,74.1,0.914,100,33.33,24.8,1018.3,9.1,10.9,223.7,19.3,8,57.0,19.0,34.0,16.0,0.0,baixos,3,high risk
2019-04-10,17.0,11.2,13.7,17.0,11.2,13.7,10.0,78.9,2.659,100,37.5,24.4,1020.7,11.1,11.7,184.7,15.9,7,31.0,18.0,25.0,7.0,0.0,baixos,3,high risk
2019-04-11,18.4,11.0,14.2,18.4,11.0,14.2,8.3,69.6,0.0,0,0.0,24.3,1021.3,11.7,12.1,262.1,22.7,9,0.0,19.0,17.0,22.0,0.0,baixos,3,high risk
2019-04-12,20.4,10.7,15.1,20.4,10.7,15.1,8.4,65.6,0.0,0,0.0,16.1,1020.1,7.1,12.0,275.0,23.8,9,18.0,18.0,9.0,23.0,0.0,muito elevados,0,low risk
2019-04-13,19.0,13.6,15.9,19.0,13.6,15.9,12.5,80.8,0.115,100,8.33,18.8,1020.3,6.8,11.0,122.7,10.9,4,40.0,16.0,12.0,12.0,0.0,muito elevados,2,low risk
2019-04-14,21.4,15.5,17.3,21.4,15.5,17.3,15.6,90.1,0.869,100,29.17,14.6,1017.5,7.8,6.7,132.8,11.4,5,45.0,12.0,28.0,16.0,0.0,muito elevados,4,high risk
2019-04-15,19.8,12.6,15.8,19.8,12.6,15.8,12.1,79.5,0.188,100,4.17,21.1,1015.2,12.8,11.4,177.5,15.3,7,36.0,15.0,29.0,24.0,0.0,muito elevados,1,low risk
2019-04-16,21.3,10.9,14.7,21.3,10.9,14.7,9.6,73.7,0.0,0,0.0,22.2,1015.8,10.5,11.4,262.7,22.6,8,37.0,14.0,33.0,16.0,0.0,muito elevados,4,high risk
2019-04-17,15.9,13.0,14.3,15.9,13.0,14.3,12.1,87.0,6.151,100,33.33,26.7,1008.5,14.8,10.6,73.1,6.3,3,30.0,15.0,25.0,20.0,0.0,muito elevados,1,low risk
2019-04-18,19.7,11.5,15.0,19.7,11.5,15.0,11.3,79.5,0.878,100,29.17,20.9,1012.7,10.8,12.3,221.3,19.0,9,30.0,17.0,26.0,18.0,0.0,muito elevados,1,low risk
2019-04-19,17.5,11.9,14.0,17.5,11.9,14.0,11.4,84.4,5.948,100,16.67,14.8,1015.4,5.6,10.8,126.6,11.0,5,46.0,13.0,34.0,9.0,0.0,elevados,2,low risk
2019-04-20,24.1,13.0,18.1,24.1,13.0,18.1,10.5,63.5,0.005,100,4.17,22.7,1015.2,3.8,11.3,262.6,22.5,8,34.0,13.0,39.0,10.0,0.0,elevados,1,low risk
2019-04-21,23.0,14.4,18.3,23.0,14.4,18.3,8.6,54.0,0.0,0,0.0,24.5,1011.0,2.4,11.1,282.8,24.2,9,32.0,17.0,39.0,17.0,1.0,elevados,0,low risk
2019-04-22,21.4,11.2,16.4,21.4,11.2,16.4,11.3,73.3,2.881,100,12.5,23.4,1004.3,13.2,9.4,217.1,18.6,8,51.0,18.0,29.0,21.0,0.0,elevados,4,high risk
2019-04-23,15.9,8.7,11.6,15.9,5.8,11.2,6.7,73.3,4.736,100,41.67,27.8,1002.9,11.5,12.1,216.3,18.6,10,35.0,13.0,29.0,22.0,1.0,elevados,2,low risk
2019-04-24,18.3,11.2,14.5,18.3,11.2,14.5,12.1,86.3,12.832,100,58.33,33.5,1004.7,13.7,9.8,175.8,15.2,8,27.0,21.0,26.0,16.0,0.0,elevados,1,low risk
2019-04-25,18.3,10.6,14.0,18.3,10.6,14.0,8.1,68.7,1.598,100,37.5,29.7,1015.8,5.6,10.8,259.0,22.3,9,42.0,24.0,30.0,13.0,0.0,elevados,6,high risk
2019-04-26,18.9,11.5,14.7,18.9,11.5,14.7,7.9,65.9,0.0,0,0.0,21.0,1026.4,7.9,11.3,249.9,21.8,7,50.0,18.0,30.0,10.0,0.0,elevados,0,low risk
2019-04-27,23.6,11.5,16.9,23.6,11.5,16.9,8.4,59.0,0.0,0,0.0,21.5,1025.4,0.4,11.1,304.0,26.2,9,36.0,14.0,29.0,14.0,0.0,elevados,2,low risk
2019-04-28,27.6,13.9,20.8,26.8,13.9,20.7,10.7,55.0,0.0,0,0.0,21.0,1019.8,3.5,11.1,291.2,25.1,9,39.0,11.0,31.0,16.0,1.0,elevados,0,low risk
2019-04-29,25.1,14.9,19.8,25.1,14.9,19.8,9.1,51.1,0.0,0,0.0,23.2,1017.2,0.6,10.3,312.3,27.1,9,33.0,16.0,25.0,12.0,0.0,elevados,4,high risk
2019-04-30,22.9,12.6,17.3,22.9,12.6,17.3,10.5,65.3,0.0,0,0.0,24.7,1016.3,8.6,11.8,304.8,26.4,9,40.0,17.0,22.0,6.0,0.0,elevados,1,low risk
2019-05-01,23.0,13.5,17.4,23.0,13.5,17.4,11.1,67.9,0.0,0,0.0,27.6,1012.9,1.6,10.6,298.5,25.6,9,84.0,29.0,14.0,21.0,1.0,elevados,2,low risk
2019-05-02,27.6,13.9,20.2,27.5,13.9,20.2,11.9,60.6,0.0,0,0.0,22.7,1010.4,1.4,11.5,306.1,26.4,9,0.0,31.0,11.0,30.0,1.0,elevados,1,low risk
2019-05-03,28.9,17.2,22.2,28.2,17.2,22.1,11.3,51.6,0.0,0,0.0,22.8,1010.0,4.2,12.0,314.3,27.2,9,32.0,21.0,28.0,9.0,0.0,muito elevados,1,low risk
2019-05-04,27.9,15.4,20.4,27.2,15.4,20.3,9.2,50.5,0.0,0,0.0,18.4,1012.5,0.1,11.1,315.7,27.2,9,25.0,13.0,26.0,18.0,0.0,muito elevados,0,low risk
2019-05-05,22.6,13.6,18.1,22.6,13.6,18.1,10.9,63.2,0.0,0,0.0,17.5,1016.3,1.3,10.4,306.3,26.4,9,42.0,20.0,29.0,14.0,1.0,muito elevados,3,high risk
2019-05-06,20.8,14.1,16.7,20.8,14.1,16.7,10.5,67.6,0.0,0,0.0,17.5,1020.1,13.7,12.2,206.9,17.7,8,28.0,14.0,23.0,14.0,0.0,muito elevados,4,high risk
2019-05-07,18.6,15.7,16.7,18.6,15.7,16.7,15.6,93.7,2.33,100,33.33,23.5,1018.5,16.4,7.7,109.2,9.3,4,37.0,19.0,29.0,14.0,0.0,muito elevados,0,low risk
2019-05-08,17.6,14.6,16.1,17.6,14.6,16.1,15.3,95.4,11.46,100,70.83,59.0,1016.3,15.6,7.4,158.5,13.5,6,24.0,8.0,14.0,5.0,0.0,muito elevados,5,high risk
2019-05-09,19.5,14.6,16.6,19.5,14.6,16.6,15.9,96.1,2.116,100,37.5,31.4,1016.0,16.0,7.2,137.2,11.8,5,49.0,19.0,33.0,15.0,0.0,muito elevados,2,low risk
2019-05-10,20.5,15.0,17.7,20.5,15.0,17.7,15.1,85.7,0.485,100,25.0,17.8,1017.6,12.8,10.3,218.3,19.2,9,35.0,0.0,22.0,5.0,0.0,muito elevados,3,high risk
2019-05-11,27.5,13.9,20.0,26.9,13.9,20.0,11.6,61.5,0.001,100,4.17,17.5,1020.0,0.6,11.2,330.2,28.5,9,38.0,20.0,0.0,13.0,0.0,muito elevados,0,low risk
